variety_name,w+1_raw_accuracy,w+2_raw_accuracy,w+3_raw_accuracy,w+4_raw_accuracy,w+1_raw_wape,w+2_raw_wape,w+3_raw_wape,w+4_raw_wape
Abeba,1.5,1.9883720930232558,2.887596899224806,1.8410852713178294,0.5,0.9883720930232558,1.8875968992248062,0.8410852713178295
Alicia,0.8249001331557922,1.3791611185086552,1.2896138482023969,0.7266977363515313,0.17509986684420772,0.37916111850865514,0.28961384820239683,0.2733022636484687
Azore,1.836355475763016,2.361579892280072,2.4536804308797127,2.3991023339317774,0.8363554757630162,1.361579892280072,1.4536804308797127,1.3991023339317774
Babe,0.690580552822256,1.154933357187584,1.4996869129618033,1.393237319974953,0.309419447177744,0.15493335718758386,0.4996869129618034,0.39323731997495304
Bandolero,1.853566229985444,2.6244541484716155,2.49315866084425,3.4107714701601166,0.853566229985444,1.6244541484716157,1.4931586608442504,2.4107714701601166
Bellalinda Cerise,0.5195668225449176,0.7675363032242185,0.28734924932316025,1.3021166625646075,0.48043317745508246,0.23246369677578144,0.7126507506768398,0.305316268766921
Birds Nest,0.8877672209026128,1.809976247030879,0.3853919239904988,1.6057007125890737,0.11223277909738717,0.8099762470308789,0.6146080760095012,0.6057007125890737
Blue Moon,0.9545454545454546,1.1803030303030304,0.4590909090909091,1.5212121212121212,0.045454545454545456,0.1803030303030303,0.5409090909090909,0.5212121212121212
Bonnieux!,0.20604099244875945,0.26429341963322545,0.032362459546925564,0.2459546925566343,0.7939590075512406,0.7357065803667745,0.9676375404530745,0.7540453074433657
Chazay!,0.9748201438848921,1.7661870503597121,0.8848920863309353,1.3884892086330936,0.025179856115107913,0.7661870503597122,0.11510791366906475,0.38848920863309355
Dinara,1.076970200848904,1.5716973701483394,0.2380869032512143,1.082877521550781,0.2367741653174638,0.5716973701483394,0.7619130967487857,0.24364416050409138
Dominica,0.6866727521679599,1.0885440438156093,0.5196257416704702,1.6166134185303513,0.3133272478320402,0.0885440438156093,0.4803742583295299,0.6166134185303515
Eileen,0.7961222091656874,0.8924059929494712,0.2517626321974148,0.3658930669800235,0.20387779083431257,0.1075940070505288,0.7482373678025852,0.6341069330199764
Elba!,2.337228714524207,3.7345575959933224,1.343906510851419,1.9666110183639398,1.337228714524207,2.7345575959933224,0.34390651085141904,0.9666110183639399
Eva,0.7957099080694586,1.212461695607763,0.8100102145045965,1.7252298263534218,0.20429009193054137,0.212461695607763,0.18998978549540346,0.7252298263534218
Fellini,0.6800810654313839,1.0442964678633468,0.5744064852345108,1.5365223012281837,0.3199189345686161,0.1971627099015634,0.4255935147654893,0.5365223012281836
Fiction,0.9429928741092637,1.2762130980658297,0.507295554801493,2.1075670173057346,0.057007125890736345,0.27621309806582967,0.492704445198507,1.1075670173057346
Fire Works,1.1659714599341382,1.6115806805708013,0.39945115257958286,1.883205268935236,0.19934138309549945,0.6115806805708013,0.6005488474204171,0.883205268935236
Frivolity,1.4702495201535508,1.7927063339731286,0.5182341650671785,1.63531669865643,0.47024952015355087,0.7927063339731286,0.4817658349328215,0.6353166986564299
Glorious,0.9937717530683275,1.7199120718080234,0.5477193625206082,1.4724308481406851,0.006228246931672467,0.7199120718080234,0.45228063747939184,0.4724308481406851
Hot Desire,0.6716963877457705,1.8159579332418838,0.4554183813443073,2.095336076817558,0.32830361225422955,0.8159579332418838,0.5445816186556928,1.0953360768175584
In Love,3.930976430976431,9.02300785634119,3.197530864197531,10.193602693602694,2.930976430976431,8.02300785634119,2.197530864197531,9.193602693602694
Isabella!,2.1688034188034186,2.497863247863248,1.2264957264957266,4.705128205128205,1.1688034188034189,1.4978632478632479,0.2264957264957265,3.7051282051282053
Jacinda,0.4380439761795694,1.1396014658726523,0.326156665139716,1.6867842418689876,0.5619560238204306,0.28618873110398535,0.673843334860284,0.6867842418689877
Jelitah,1.3217960710944807,1.883536014967259,0.31805425631431244,2.266136576239476,0.32179607109448083,0.8835360149672591,0.6819457436856876,1.266136576239476
Julietta,1.6747830954380072,2.0979568989644557,0.6968933669185559,3.0733277357962496,0.6747830954380073,1.0979568989644557,0.30310663308144414,2.0733277357962496
Julietta Apricot,1.1478599221789882,1.4863813229571985,0.18482490272373542,1.1809338521400778,0.14785992217898833,0.48638132295719844,0.8151750972762646,0.18093385214007782
Julietta Cerise,1.2474633596392333,1.9123449830890642,0.8404735062006764,2.4436302142051862,0.33765501691093575,0.9123449830890643,0.15952649379932357,1.443630214205186
Julietta Honey,1.9138755980861244,1.7751196172248804,,3.2440191387559807,0.9138755980861244,0.7751196172248804,,2.2440191387559807
Julietta Lemonchella,2.5,3.6163793103448274,1.8275862068965518,8.836206896551724,1.5,2.6163793103448274,0.8275862068965517,7.836206896551724
Julietta Raspberry,0.2685609532538955,0.2603116406966086,0.06049495875343722,0.4381301558203483,0.7314390467461045,0.7396883593033914,0.9395050412465628,0.5618698441796517
La Mandarina,1.2528301886792452,2.430188679245283,0.6075471698113207,2.3547169811320754,0.2528301886792453,1.430188679245283,0.39245283018867927,1.3547169811320754
Limasol,3.575,2.6625,4.3125,,2.575,1.6625,3.3125,
Marisa,1.3695775849807994,2.7329682833167404,0.914094723367942,1.2744275352012515,0.3695775849807993,1.7329682833167401,0.16939268951784953,0.2744275352012516
Mic Mac,1.2659134747864424,1.806282722513089,0.9986222099751998,2.0862496555524936,0.26591347478644256,0.806282722513089,0.1518324607329843,1.0862496555524939
Motown,2.0047619047619047,3.8142857142857145,0.7047619047619048,2.5595238095238093,1.0047619047619047,2.8142857142857145,0.29523809523809524,1.5595238095238095
Odilia,1.041553748870822,1.6060037523452158,0.5650059064693211,2.289760348583878,0.05267180876936974,0.6060037523452158,0.4349940935306789,1.289760348583878
